Timestamp,CPU Usage,Memory Usage,Load Average 1min,Load Average 5min,Load Average 15min,Free Memory (bytes),Total Memory (bytes)
"2025-10-14T19:31:59.518Z",0.11913523901364753,0.9934272766113281,1.58349609375,1.6787109375,1.8134765625,56459264,8589934592
"2025-10-14T19:32:04.519Z",0.11913184763900908,0.9950618743896484,1.45654296875,1.650390625,1.802734375,42418176,8589934592
"2025-10-14T19:32:09.520Z",0.11912720272068333,0.9903831481933594,1.580078125,1.67236328125,1.8095703125,82608128,8589934592
"2025-10-14T19:32:14.522Z",0.1191233152525405,0.9940567016601562,1.533203125,1.6611328125,1.8046875,51052544,8589934592
"2025-10-14T19:32:19.522Z",0.11911920726778769,0.9930305480957031,1.490234375,1.64990234375,1.7998046875,59867136,8589934592
"2025-10-14T19:32:24.524Z",0.11911548447822506,0.9916706085205078,1.45068359375,1.638671875,1.794921875,71548928,8589934592
"2025-10-14T19:32:29.524Z",0.11911560674243682,0.9931201934814453,1.65478515625,1.677734375,1.8076171875,59113472,8589934592
"2025-10-14T19:32:34.526Z",0.1191104966504768,0.9919910430908203,1.60205078125,1.666015625,1.802734375,68796416,8589934592
"2025-10-14T19:32:39.527Z",0.11910669312536204,0.9927654266357422,1.5537109375,1.65478515625,1.7978515625,62144512,8589934592
"2025-10-14T19:32:44.528Z",0.11910094647452651,0.9938793182373047,1.50927734375,1.6435546875,1.79296875,52576256,8589934592
"2025-10-14T19:32:49.529Z",0.11909652229437684,0.9916915893554688,1.62841796875,1.666015625,1.7998046875,71368704,8589934592
